grupo estudio,year,universidad,titulo
Sociología,2019,PONT. UNIV. CATOLICA DE CHILE,"Micropolitics of care: logics, practices, and engagements related to mental health diagnoses and special educational needs in chilean schools"
Sociología,2019,PONT. UNIV. CATOLICA DE CHILE,Masculinidades jóvenes y salud en el contexto actual del aumento del VIH en Chile
Sociología,2019,PONT. UNIV. CATOLICA DE CHILE,Traducción en la implementación de políticas sociales. El rol clave de los equipos locales
Sociología,2019,UNIV.ALBERTO HURTADO,"Gobernanza adaptativa ante mega incendios forestales: el caso del sistema socioecológico de Empedrado, Cauquenes, Constitución y San Javier"
Sociología,2019,PONT. UNIV. CATOLICA DE CHILE,Ciudadanía juvenil: entre la reproducción social y la socialización política
Sociología,2019,UNIV.AUSTRAL DE CHILE,Sophia 2.0: robust methods based on computational linguistics and machine learning to analyze media pluralism
Sociología,2019,UNIVERSIDAD VIÑA DEL MAR,La sociedad civil migrante. Un estudio sociológico y feminista desde las ciudades de Valparaíso y Arica
Sociología,2019,UNIV.AUTONOMA DE CHILE,Explaining clientelism in underprivileged Chile
Sociología,2019,PONT. UNIV. CATOLICA DE CHILE,"Re-contextualizando la desinstitucionalización psiquiátrica en Chile: procesos y tensiones locales, vínculos globales, y oportunidades de avance"
Sociología,2019,PONT. UNIV. CATOLICA DE CHILE,"La construcción mediática de la infancia: una aproximación desde lo informativo, lo publicitario y lo institucional"
Sociología,2019,UNIV.DE CHILE,El problema de la autoridad desde la perspectiva de los niños(as): análisis crítico del discurso de niños y niñas de tres estratos socioeconómicos de Santiago de Chile sobre las relaciones de autoridad con el mundo adulto
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,ESTUDIO COMPARATIVO DE DISCURSOS DE INTERNACIONALIZACION DEL CURRICULUM EN UNIVERSIDADES CHILENAS
Educación,2010,UNIV.DE CONCEPCION,INCUBANDO CAPITAL HUMANO REGIONAL: EVALUACION LONGITUDINAL DE UN PROGRAMA EXTRA-CURRICULAR UNIVERSITARIO PARA ESTUDIANTES DE ESTABLECIMIENTOS MUNICIPALES DE ALTO POTENCIAL ACADEMICO.
Educación,2010,UNIV.DE LA FRONTERA,HACIA UN APRENDIZAJE DE CALIDAD EN LA EDUCACION CIENTIFICA. ESTRATEGIAS DIDACTICAS PARA EL DESARROLLO DE CAPACIDADES Y VALORES.
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,"ELABORACION, APLICACION Y EVALUACION DE UN PROGRAMA DE DESARROLLO SOCIAL Y EMOCIONAL PARA ESTUDIANTES DE 5° Y 6° AÑO DE EDUCACION GENERAL BASICA."
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,VISIBILIZACION DE LAS CONSTRUCCIONES DISCURSIVAS DE LA INCLUSION Y LA EXCLUSION: UN CAMINO HACIA POLITICAS Y PRACTICAS INCLUSIVAS
Educación,2010,UNIV.DE CHILE,THE EDUCATION QUALITY IN CHILE: A FOLLOW-UP STUDY IN A MULTICAUSAL APPROACH
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,DESARROLLO Y VALIDACION DE UN INSTRUMENTO DE MEDICION DEL AMBIENTE EDUCACIONAL EN EL PROCESO DE APRENDIZAJE EN PROGRAMAS DE POSGRADO EN MEDICINA AMBULATORIA.
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,"GESTION DIRECTIVA DE LICEOS DE ENSEÑANZA MEDIA TECNICO PROFESIONAL Y LOGRO DE OBJETIVOS ACADEMICOS. DIAGNOSTICO Y PROPUESTA DE SISTEMA DE ESTRATEGIAS DE GESTION, INNOVADORAS E INCLUSIVAS."
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,ESTUDIO LONGITUDINAL DE PREDICTORES Y MODERADORES EDUCACIONALES DEL DESARROLLO DE LA ESCRITURA EN ESTUDIANTES UNIVERSITARIOS
Educación,2010,UNIV.DIEGO PORTALES,"IDENTIFICACION DE VARIABLES PREDICTORAS DE INTIMIDACION (BULLYING) ENTRE ESTUDIANTES. ANALISIS MULTI-NIVEL DE VARIABLES INDIVIDUALES, FAMILIARES Y ESCOLARES"
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,"ESTUDIO DEL IMPACTO DEL PERSONAL EDUCATIVO EN EL APEGO, TEORIA DE LA MENTE, BIENESTAR SOCIOEMOCIONAL Y DESARROLLO PSICOMOTOR DE NIÑOS PREESCOLARES DE 3 A 5 AÑOS, SEGUN EL NIVEL DE RIESGO PSICOSOCIAL Y LAS CARACTERISTICAS DE SU CUIDADOR PRIN"
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,"LA CONDUCCION DE PROCESOS DE ENSEÑANZA APRENDIZAJE DE PROFESORES NOVATOS: ¿A MAYORES Y MEJORES OPORTUNIDADES DE PRACTICA EN LA FORMACION INICIAL, MEJORES NIVELES DE DESEMPEÑO?"
Educación,2010,UNIV.AUSTRAL DE CHILE,IMPACTO DE LA FORMACION PERMANENTE DE PROFESORES SOBRE EL APRENDIZAJE ESCOLAR: UN ANALISIS DESDE LOS ACTORES INVOLUCRADOS
Educación,2010,UNIV.ALBERTO HURTADO,"EFECTO DEL USO DE ARGUMENTACION EN EL AULA EN EL DESARROLLO DE ALFABETIZACION CIENTIFICA, APRENDIZAJE DE CIENCIA Y DESARROLLO DE LA ARGUMENTACION."
Educación,2010,UNIV.ALBERTO HURTADO,ANALISIS DE LAS JUSTIFICACIONES QUE DAN LOS LIBROS DE TEXTO CHILENOS DE MATEMATICAS DEL PRIMER DECENIO DEL SIGLO XXI A LAS PROPIEDADES Y A LOS ALGORITMOS DEL AMBITO NUMERICO Y ALGEBRAICO. UN ANALISIS DE LA TRANSPOSICION DIDACTICA.
Educación,2010,UNIV.ACADEMIA DE HUMANISMO CRISTIANO,"RECONOCIMIENTO DEL ESPACIO ESCOLAR: UNA MIRADA DE CASOS, A LOS MECANISMOS LEGITIMADORES Y ANULADORES DE LA EXPERIENCIA ESPACIAL EN LICEOS DEL GRAN SANTIAGO."
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,"THE TEACHING-RESEARCH NEXUS AND INQUIRY-BASED ""BLENDED"" LEARNING IN UNDEGRADUATE UNIVERSITY EDUCATION"
Educación,2010,PONT. UNIV. CATOLICA DE VALPARAISO,"CREENCIAS SOBRE CIENCIA, SU ENSEÑANZA Y APRENDIZAJE EN EDUCADORES DE PARVULOS Y SU INFLUENCIA EN LA IMPLEMENTACION DEL PROGRAMA TUS COMPETENCIAS EN CIENCIAS (TCC)."
Educación,2010,PONT. UNIV. CATOLICA DE CHILE,INFLUENCIA DEL LIDERAZGO INSTRUCCIONAL EN MOTIVACION Y LOGROACADEMICO EN ESTUDIANTES SECUNDARIOS.
Educación,2011,UNIV.DE CHILE,"ELABORACION, APLICACION Y EVALUACION DE UN PROGRAMA DE INTERVENCION CON MATERIALES EDUCATIVOS EN ALIMENTACION SALUDABLE PARA PROFESORES, ALUMNOS DE PREBASICA, BASICA Y SUS FAMILIAS."
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,"ANALISIS DESDE UNA PERSPECTIVA EVOLUTIVA Y CULTURAL DEL USO DE LA COMUNICACION GESTUAL EN INFANTES Y PRE-ESCOLARES, EN LA EXPRESION Y COMPRENSION DE LOS ESTADOS INTERNOS Y SU IMPACTO EN EL DESARROLLO SOCIO-EMOCIONAL DE LOS NIÑOS(AS)."
Educación,2011,UNIV.CATOLICA DE LA STMA. CONCEPCION,REQUERIMIENTOS PROFESIONALES DE FORMACION INICIAL DE PROFESORES PARA UN DESEMPEÑO DE CALIDAD EN CONTEXTOS DE VULNERABILIDAD SOCIAL Y ECONOMICA
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,SCHOOL EFFECTIVENESS AND VALUE ADDED MODELS: FROM QUANTITATIVE ANALYSIS TO QUALITATIVE OUTCOMES
Educación,2011,UNIV.DE SANTIAGO DE CHILE,INTERACCION DIDACTICA EN SALA DE CLASE EN CONTEXTOS ESCOLARES DE ALTO DESEMPEÑO: LA CONSTRUCCION DE CONOCIMIENTO ESCOLAR Y PROCESOS COGNITIVOS.
Educación,2011,UNIV.DE CONCEPCION,PRACTICAS PEDAGOGICAS EN DOCENTES NO PEDAGOGOS QUE SE DESEMPEÑAN EN PROGRAMAS DE PREGRADO DE UNIVERSIDADES DE LA ZONA CENTRO-SUR DE CHILE
Educación,2011,UNIV.CATOLICA DE TEMUCO,"EPISTEMOLOGIA DEL CONOCIMIENTO MAPUCHE Y EL ESCOLAR: UN ANALISIS DESDE LA PEDAGOGIA INTERCULTURAL, LA GEOGRAFIA Y SOCIOLOGIA EDUCACIONAL"
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,LA CONTRIBUCION DE LOS CENTROS DE PRACTICA A LA FORMACION INICIAL DOCENTE: PERSPECTIVAS DE DOCENTES DE AULA Y DOCENTES DIRECTIVOS
Educación,2011,UNIV.DE LA SERENA,ASOMBROS EDUCATIVOS INFANTILES Y PROPENSION A APRENDER.
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,"IDENTIFICACION, CARACTERIZACION Y EVALUACION DE COMPETENCIAS DE PENSAMIENTO CIENTIFICO EN PROFESORES DE CIENCIA EN FORMACION A TRAVES DEL ENFRENTAMIENTO A LA SOLUCION DE PROBLEMAS. SU APORTE AL DESARROLLO Y CALIDAD DE LA PROFESIONALIDAD DOC"
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,"TIEMPO ESCOLAR, INTERCAMBIOS Y EXIGENCIA COGNITIVA EN AULAS DE CLASE CON ALTO Y BAJO SIMCE EN SEGUNDO CICLO DE E. BASICA."
Educación,2011,UNIV.CATOLICA DE TEMUCO,TIPIFICACION DE LOS METODOS EDUCATIVOS MAPUCHES: BASES PARA UNA EDUCACION INTERCULTURAL
Educación,2011,UNIV.DE LA FRONTERA,"DISEÑO, VALIDACION Y EVALUACION DE UN MODELO PEDAGOGICO DE ALFABETIZACION ECONOMICA EN LA FORMACION INICIAL DE PROFESORES."
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,ESTUDIO DE LA EFECTIVIDAD DEL USO DE LA INDAGACION Y DE UN NUEVO METODO DE ADQUISICION DE COORDENADAS DE OBJETOS EN MOVIMIENTO EN EL LOGRO DE UN APRENDIZAJE SIGNIFICATIVO DE CONCEPTOS BASICOS DE CINEMATICA Y DINAMICA.
Educación,2011,UNIV.DE CONCEPCION,FACTORES PERSONALES Y ACADEMICOS QUE INFLUYEN EN EL DESARROLLO DEL APRENDIZAJE AUTODIRIGIDO DE LOS ALUMNOS DE MEDICINA DURANTE EL PRIMER AÑO.
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,PREDICTORES TEMPRANOS DE LA COMPRENSION LECTORA. ¿QUIENES ESTAN EN RIESGO DE PRESENTAR PROBLEMAS?
Educación,2011,UNIV.DE CONCEPCION,ALFABETIZACION ACADEMICA: EL HIPERTEXTO UNA HERRAMIENTA PARA MEJORAR LOS APRENDIZAJES EN LA FORMACION DE PROFESORES
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,A PROMISE FOR THE FUTURE: 10-YEAR FOLLOW-UP STUDY OF CHILEAN ADOLESCENTS WITH HIGH ACADEMIC ABILITIES AND LOW SOCIAL-ECONOMICAL STATUS
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,IMPACTO DE UN PROGRAMA DE DESARROLLO DE LA MEMORIA OPERATIVA EN NIÑOS Y NIÑAS QUE ASISTEN A JARDINES INFANTILES DE ZONAS RURALES Y URBANAS.
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,THE PRACTICES OF NOVELS TEACHERS: IS HIS EPISTEMOLOGIA STABLE?
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,TALLER DE DIDACTICA DE LA MATEMATICA:UNA ACTIVIDAD CURRICULAR INNOVADORA PARA LA FORMACION DE PROFESORES BASICOS Y EDUCADORAS DE PARVULOS. VALIDACION DE CONSTRUCTOS Y HERRAMIENTAS PARA LA FORMACION INICIAL DOCENTE
Educación,2011,UNIV.METROPOLITANA DE CS.DE LA EDUCACION,"SISTEMAS DE CONOCIMIENTO QUE SOBRE EL APRENDIZAJE, LA EDUCACION Y LA ESCUELA COMPARTEN FAMILIAS DE COMUNIDADES INDIGENAS DEL NORTE Y DEL SUR DE CHILE: UN APORTE A LA CONSTRUCCION DE UNA DIMENSION INTERCULTURAL PARA EL CURRICUL"
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,LA EDUCACION FISICA Y SU FUNCION DE TRANSFORMACION DE LAS DESIGUALDADES SOCIALES: PROFESORADO DEL AREA Y DOCUMENTACION MINISTERIAL
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,VALIDACION EXPERIMENTAL DE SECUENCIAS DE ACTIVIDADES DIDACTICAS CON BASE EN EL CICLO CONSTRUCTIVISTA DEL APRENDIZAJE QUE PROMUEVEN LA ALFABETIZACION CIENTIFICA
Educación,2011,UNIV.DE LA SERENA,"CONTEXTUALIZACION Y APLICACION DE UN MODELO CONCEPTUAL-METODOLOGICO PARA LA ENSEÑANZA-APRENDIZAJE DEL DESARROLLO RURAL SUSTENTABLE, DESDE LA PERSPECTIVA GEOGRAFICA."
Educación,2011,UNIV.DE VALPARAISO,¿QUE SIGNIFICA SER UN ACADEMICO UNIVERSITARIO?: CONSTRUCCION DE IDENTIDADES EN LA UNIVERSIDAD DEL SIGLO XXI.
Educación,2011,UNIV.DE TALCA,"ANALISIS DE LAS PRACTICAS INSTRUCCIONALES EN TORNO A LA TAREA DE COMPRENSION DE TEXTOS, A PARTIR DE LA EVIDENCIA AUDIOVISUAL DE LA EVALUACION DOCENTE, EN CLASES DE LENGUAJE DEL SEGUNDO CICLO DE EDUCACION BASICA."
Educación,2011,UNIV.AUSTRAL DE CHILE,IMPACTOS Y CONTRA-IMPACTOS IDENTITARIOS EN LA EVALUACION DEL DESEMPEÑO DE PROFESORES DE EDUCACION MATEMATICA Y DE LENGUAJE Y COMUNICACION.
Educación,2011,UNIV.CATOLICA DEL MAULE,EVALUACION DE LA SENSIBILIDAD INTERCULTURAL EN ALUMNOS(AS) DE EDUCACION BASICA Y MEDIA ESCOLARIZADOS EN AULAS CULTURALMENTE DIVERSAS: DIAGNOSTICO Y DESAFIOS PARA EL SISTEMA EDUCATIVO DE CHILE
Educación,2011,PONT. UNIV. CATOLICA DE CHILE,EL ROL DE LAS VARIABLES PERSONALES Y DEL CONTEXTO EN LA CALIDAD DOCENTE.
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,CUANDO LA ESCUELA RURAL SE CIERRA: PROCESOS PSICOSOCIALES A NIVEL COMUNITARIO A PARTIR DEL CIERRE Y FUSION DE ESCUELAS RURALES EN LA SEXTA REGION
Educación,2011,UNIV.DE CHILE,"MODELOS PARA EL ESTUDIO, DISEÑO Y ANALISIS DE AMBIENTES DE ENSEÑANZA-APRENDIZAJES ASISTIDOS POR TECNOLOGIAS DE INFORMACION Y COMUNICACION"
Educación,2011,PONT. UNIV. CATOLICA DE VALPARAISO,CREENCIAS SOBRE LO QUE ES INNOVAR Y SU INFLUENCIA SOBRE LO QUE SE PIENSA Y HACE CON TICS EN LA ENSEÑANZA Y EL APRENDIZAJE: CARACTERIZANDO LAS VARIACIONES QUE PRESENTAN DOCENTES Y ESTUDIANTES DE CARRERAS DE PEDAGOGIA.
Educación,2012,UNIV.DE TALCA,"CONFLICTOS, TENSIONES Y EQUILIBRIO ENTRE LAS VISIONES DOMINANTES DE LA POLITICA EDUCACIONAL EN LA TRANSICION CHILENA (1990 -2010)"
Educación,2012,UNIV.DE CONCEPCION,"INVESTIGACION DEL CONOCIMIENTO PROFESIONAL, LAS CREENCIAS IMPLICITAS Y EL DESEMPEÑO EN AULA DE ESTUDIANTES DE PEDAGOGIA EN INGLES COMO ESTRATEGIA DE GENERACION DE INDICADORES DE MONITOREO DE SU PROCESO FORMATIVO ."
Educación,2012,UNIV.DE CHILE,MAPAS MENTALES PARA LA NAVEGACION A TRAVES DE VIDEOJUEGOS
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,"ESTUDIO DE LAS REPRESENTACIONES DE LA MOTIVACION ESCOLAR, AUTOEFICACIA Y SENTIDO DEL APRENDIZAJE ESCOLAR: APORTES PARA EL MEJORAMIENTO DE LA FORMACION MOTIVACIONAL DE LOS DOCENTES."
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,VALIDATION OF THE CHILEAN NATIONAL TEACHER EVALUATION SYSTEM USING STUDENT LEARNING PROGRESS AND IN-DEPTH EXAMINATIONS OF TEACHING PRACTICE
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,DESARROLLO Y VALIDACION DE UN INSTRUMENTO PARA IDENTIFICAR LAS ESTRATEGIAS DE APRENDIZAJE QUE USAN LOS ESTUDIANTES DE MEDICINA EN LA TRANSICION DEL CICLO BASICO AL CLINICO
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,"CREENCIAS EPISTEMOLOGICAS, SOBRE EL APRENDIZAJE Y LA ENSEÑANZA EN CONTEXTOS DE POBREZA, EN ESTUDIANTES DE PEDAGOGIA Y FORMADORES DE PROFESORES."
Educación,2012,UNIV.DE LA FRONTERA,CARACTERIZACION Y EVALUACION DE ESTRATEGIAS DE ENSEÑANZA PARA EL DESARROLLO DE HABILIDADES DE MANEJO DE TIC PARA EL APRENDIZAJE
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,ANALISIS DE NECESIDADES PARA CAPACITACION DOCENTE Y DESARROLLO DE UN INSTRUMENTO DE EVALUACION DE PROFESORES DE PROGRAMAS DE POSTGRADO EN MEDICINA
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,COMPARACION DE LA FORMACION INICIAL PARA LA ENSEÑANZA DEL LENGUAJE ORAL Y ESCRITO Y CONOCIMIENTO PRACTICO DE LAS ESTUDIANTES DE EDUCACION PARVULARIA.
Educación,2012,PONT. UNIV. CATOLICA DE VALPARAISO,MENTAL CONSTRUCTIONS IN THE LEARNING OF THE ISOMORPHIM THEOREM FOR GROUPS
Educación,2012,UNIV.DE CHILE,EL TRANSITO DE LA FORMACION INICIAL AL EJERCICIO DOCENTE: LA INTERACCION ENTRE CAPACIDADES Y CONTEXTOS
Educación,2012,UNIV.DIEGO PORTALES,"ESTUDIO SOBRE LA ENSEÑANZA DE LOS 'TEMAS CONTROVERSIALES' EN EL CURSO DE HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES, DURANTE EL PRIMER CICLO DE ENSEÑANZA MEDIA. ANALISIS DE LAS ESTRATEGIAS DE AFRONTAMIENTO: ADOCTRINAMIENTO VERSUS NEUTRALIDAD"
Educación,2012,UNIV.AUSTRAL DE CHILE,CONOCIMIENTO Y COMUNIDAD ESCOLAR: PROCESOS DE INTERPRETACION DE LAS DINAMICAS RELACIONALES ESCOLARES EN LA EDUCACION BASICA COMO CONFIGURACION COGNITIVA SITUADA
Educación,2012,UNIV.DEL BIO-BIO,HACIA UN PROGRAMA PARA DESARROLLAR ESTRATEGIAS COGNITIVAS DE APRENDIZAJE SIGNIFICATIVO DESDE LA FISICA
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,DESARROLLO DE LA REFLEXIVIDAD DOCENTE Y DISPOSICION A LA INNOVACION EN ESTUDIANTES DE PEDAGOGIA BASICA Y MEDIA EN CHILE.
Educación,2012,UNIV.AUSTRAL DE CHILE,"POSIBILIDADES Y CONDICIONANTES AUTO-ECO-ORGANIZACIONALES PARA EL DESARROLLO DE PROCESOS INTER-TRANSDISCIPLINARES EN EDUCACION TERCIARIA: UN PROGRAMA COMPLEJO DE INVESTIGACION, DESARROLLO Y DIVULGACION"
Educación,2012,UNIV.DE MAGALLANES,LAS TEORIAS IMPLICITAS SOBRE LA COMPRENSION Y LAS ESTRATEGIAS DEL LECTOR: ELEMENTOS DE UNA RELACION DINAMICA Y SIGNIFICATIVA EN EL DESARROLLO DE LAS COMPETENCIAS LECTORAS DE ESTUDIANTES UNIVERSITARIOS DE PRIMER AÑO.
Educación,2012,UNIV.DE CONCEPCION,DISPONIBILIDAD LEXICA MATEMATICA EN ESTUDIANTES DE ENSEÑANZA MEDIA Y SU APLICACION EN HIPERMEDIOS ADAPTATIVOS
Educación,2012,UNIV.DE CONCEPCION,PROCESO DE ADAPTACION A LA UNIVERSIDAD EN LOS ESTUDIANTES DE MEDICINA DURANTE LOS PRIMEROS TRES AÑOS DE SUS CARRERAS Y SU RELACION CON EL PERFIL SOCIODEMOGRAFICO DEL ALUMNO Y LAS CARACTERISTICAS DEL ENTORNO ACADEMICO.
Educación,2012,UNIV.DE LOS LAGOS,DISPOSITIVOS CURRICULARES: APROPIACION Y DESCOLONIZACION PERFORMATIVA DE LA EDUCACION INTERCULTURAL EN AREAS MAPUCHES
Educación,2012,PONT. UNIV. CATOLICA DE VALPARAISO,EL SENTIDO DE LO COMUN COMO EXPERIENCIA DE CONSTRUCCION DEMOCRATICA: ESTUDIO DE CASOS EN ESCUELAS EN CONTEXTOS DE POBREZA.
Educación,2012,CORP. PROG. INTER.DE INVESTIGAD. EN ED.,FACTORES ASOCIADOS AL EXITO DE LOS PROGRAMAS DE REINSERCION EDUCATIVA DE JOVENES DESERTORES DEL SISTEMA ESCOLAR: LA EVALUAION DE LA EXPERIENCIA CHILENA
Educación,2012,UNIV.DIEGO PORTALES,MEDICION Y EVOLUCION DEL VALOR AGREGADO EN ESTABLECIMIENTOS EDUCATIVOS DE ENSEÑANZA BASICA EN CHILE: FACTORES EXPLICATIVOS Y REPERCUSIONES ORGANIZACIONALES.
Educación,2012,UNIV.DE SANTIAGO DE CHILE,EL ESTUDIO DE LA FISICA EN LOS ULTIMOS CURSOS DE ENSEÑANZA BASCIA Y PRIMEROS CURSOS DE ENSEÑANZA MEDIA: ANALISIS DE FACTORES QUE INCIDEN EN EL DESEMPEÑO DE LOS ESTUDIANTES Y A LA ARTICULACION ENTRE AMBOS NIVELES EDUCATIVOS.
Educación,2012,UNIV.ANDRES BELLO,SUSTAINABLE DEVELOPMENT OF ENGLISH EDUCATION IN CHILE: FROM CLASSROOM OBSERVATION TO EXPERIMENTAL TEACHER TRAINING
Educación,2012,UNIV.DE PLAYA ANCHA CS. EDUCACION,"MOVILIZACIONES ESTUDIANTILES Y FORMACION CIUDADANA DESDE LA PERSPECTIVA DE DOCENTES DE HISTORIA, GEOGRAFIA Y CS. SOCIALES"
Educación,2012,UNIV.DE CONCEPCION,CALIDAD DE VIDA EN JOVENES CON DISCAPACIDAD INTELECTUAL Y SU RELACION CON LA FORMACION LABORAL.
Educación,2012,UNIV.DE CHILE,"CREENCIAS DEL PROFESORADO SOBRE LAS RELACIONES ENTRE LA CIENCIA Y EL GENERO EN LA EDUCACION CIENTIFICA Y SUS CONSECUENCIAS, EN EL DESARROLLO DE LAS PRACTICAS PEDAGOGICAS."
Educación,2012,UNIV.DE CHILE,"LOGICAS DE PENSAMIENTO DISCIPLINAR Y PEDAGOGICO QUE MOVILIZAN, ARTICULAN Y/O CONFIGURAN ESTUDIANTES PEDAGOGIA EN EDUCACION MEDIA EN EL PROCESO DE PRACTICA PROFESIONAL"
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,EDUCACION MORAL DEMOCRATICA EN LA FORMACION INICIAL DE PROFESORES DE EDUCACION BASICA. ¿QUE CONDICIONES Y MEDIOS UTILIZAN LAS INSTITUCIONES FORMADORAS PARA DESARROLLAR CAPACIDADES MORAL DEMOCRATICAS EN FUTUROS PROFESORES?
Educación,2012,UNIV.DEL DESARROLLO,THE EFFECT OF OBLIGATORY ENTREPRENEURSHIP EDUCATION ON COLLEGE STUDENTS
Educación,2012,UNIV.CATOLICA DE LA STMA. CONCEPCION,"PROYECTO ""TYMMI"": TECNOLOGIA Y MODELOS PEDAGOGICOS EN MUNDOS INMERSIVOS"
Educación,2012,UNIV.DE PLAYA ANCHA CS. EDUCACION,DESARROLLO DE LA AUTOEVALUACION EN EDADES TEMPRANAS. MEJORES APRENDIZAJES EN CONTEXTOS ESCOLARES
Educación,2012,PONT. UNIV. CATOLICA DE CHILE,HACIA LA FORMACION DE PROFESORES DE EXCELENCIA EN CHILE: ¿QUE SE DEBE SABER PARA ENSEÑAR?
Educación,2013,UNIV.DE CHILE,LIDERAZGO DISTRIBUIDO EN INSTITUCIONES DE ENSEÑANZA PRIMARIA: SUS ANTECEDENTES Y EFECTOS EN EL INCREMENTO DE LA MEJORA ESCOLAR
Educación,2013,UNIV.DE CHILE,"COMPRENSION LECTORA EN ESTUDIANTES SORDOS DE 1° A 4° AÑO BASICO. ESTRATEGIAS DE APRENDIZAJE VISUALES, COGNITIVAS Y METACOGNITIVAS Y PRACTICAS EFECTIVAS DE ENSEÑANZA."
Educación,2013,UNIV.DE CHILE,"""IMPACTO DE LA CONCIENCIA FONOLOGICA, DISCURSO NARRATIVO, LEXICO Y SINTAXIS COMPLEJA EN EL DESEMPEÑO LECTOR DE NIÑOS CON TRASTORNO ESPECIFICO DEL LENGUAJE EN 1° Y 2° BASICO""."
Educación,2013,UNIV.DE CONCEPCION,MACRO Y MICRO EFECTOS DE UN PROGRAMA DE DESARROLLO PROFESIONAL FOCALIZADO EN DESTREZAS DE LITERACIDAD TEMPRANA.
Educación,2013,UNIV.DE CHILE,EL SOPORTE CULTURAL PARA EL MERCADO EDUCACIONAL. DISPOSICIONES CULTURALES Y PRACTICAS DE LAS FAMILIAS CHILENAS REFERIDAS A LA ELECCION DE ESCUELAS.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,CLIMA ESCOLAR Y GESTION DEL CONOCIMIENTO EN LA EDUCACION SECUNDARIA. HACIA UNA POLITICA DE CALIDAD PEDAGOGICA PARA LA INSTITUCION EDUCATIVA EN CHILE.
Educación,2013,UNIV.CATOLICA DEL MAULE,INCLUSIVIDAD EN CUESTION: ESTUDIO DEL BULLYING HOMOFOBICO EN EL SISTEMA ESCOLAR CHILENO
Educación,2013,UNIV.DE LA FRONTERA,"FACTORES CULTURALES, EVOLUTIVOS Y SOCIOLINGUISTICOS EN LA CONSTRUCCION DE LOS CONCEPTOS DE ESPACIO, TIEMPO Y NUMERO EN ESCOLARES MAPUCHE DE ZONAS RURALES"
Educación,2013,UNIV.DE CONCEPCION,LAS COMPETENCIAS MATEMATICAS TEMPRANAS COMO FACTOR EXPLICATIVO DEL EXITO Y FRACASO ACADEMICO EN MATEMATICAS Y PUNTUACIONES SIMCE.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,GOBIERNO EN LAS UNIVERSIDADES CHILENAS: CRITERIOS DE LEGITIMIDAD
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,PROPUESTA DE REFLEXIVIDAD AUDIOVISUAL EN ESCUELAS PUBLICAS: UNA RESPUESTA A LA EXCLUSION DE SUBJETIVIDADES.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,"DISEÑO, IMPLEMENTACION Y EVALUACION DE UNA INTERVENCION EN APEGO/MENTALIZACION PARA MADRES Y PADRES DE NIÑOS DE 3 AÑOS QUE ASISTEN A JARDIN INFANTIL"
Educación,2013,UNIV.DE CONCEPCION,EL PROCESO DE TRANSFERENCIA DIDACTICA DEL DOCENTE UNIVERSITARIO NO PEDAGOGO EN LA FORMACION PROFESIONAL SUPERIOR. UN ESTUDIO DE CASO.
Educación,2013,PONT. UNIV. CATOLICA DE CHILE,DIFERENCIAS INDIVIDUALES EN ATENCION Y METACOGNICION: EVALUANDO SU IMPACTO EN LOS PROCESOS DE LECTURA Y ESCRITURA EXPOSITIVA Y NARRATIVA DE ESTUDIANTES SECUNDARIOS Y UNIVERSITARIOS.
